ano,mes,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2024,AGOSTO,MARCO,BELEM,HOSPITAL,"-1,4316152","-48,4552853",04:00:00
2024,JANEIRO,MARCO,BELEM,INSTITUICAO PUBLICA,"-1,4424653","-48,4689773",21:00:00
2025,JUNHO,GUAMA,BELEM,VIA PUBLICA,"-1,4672942","-48,4612573",10:00:00
2025,SETEMBRO,TERRA FIRME,BELEM,VIA PUBLICA,"-1,4648412","-48,455453",04:10:00
2025,SETEMBRO,MARCO,BELEM,VIA PUBLICA,"-1,437645","-48,4577148",16:00:00
2025,SETEMBRO,MARCO,BELEM,HOSPITAL,"-1,4424653","-48,4689773",20:15:00
2025,MARCO,MARAMBAIA,BELEM,VIA PUBLICA,"-1,407986","-48,4628134",07:00:00
2025,JULHO,TELEGRAFO SEM FIO,BELEM,VIA PUBLICA,"-1,4252632","-48,4880914",01:00:00
2025,JULHO,CAMPINA DE ICOARACI,ICOARACI,OUTROS ESTADOS,"-1,3012257","-48,469819",20:05:00
2025,JULHO,CAMPINA DE ICOARACI,ICOARACI,OUTROS ESTADOS,"-1,3012257","-48,469819",20:05:00
2025,JULHO,MANGUEIRAO,BELEM,VIA PUBLICA,"-1,3525964","-48,4388981",01:15:00
2025,MARCO,CURIO-UTINGA,BELEM,VIA PUBLICA,"-1,4226041","-48,4453585",06:46:00
2025,JANEIRO,CAMPINA,BELEM,OUTROS,"-1,4492166","-48,4965117",09:30:00
2025,ABRIL,MANGUEIRAO,BELEM,OUTROS,"-1,3807054","-48,4471558",10:00:00
2025,JANEIRO,UMARIZAL,BELEM,OUTROS,"-1,4523929","-48,4828214",18:30:00
2025,ABRIL,GUAMA,BELEM,VIA PUBLICA,"-1,4654928","-48,4683227",01:05:00
2025,ABRIL,TELEGRAFO SEM FIO,BELEM,VIA PUBLICA,"-1,3820107","-48,4873623",22:35:00
2025,FEVEREIRO,VILA,MOSQUEIRO,VIA PUBLICA,"-1,1590133","-48,4690059",22:00:00
2025,AGOSTO,SAO BRAS,BELEM,VIA PUBLICA,"-1,4529199","-48,470644",16:00:00
2025,MARCO,TENONE,ICOARACI,VIA PUBLICA,"-1,3184982","-48,4524588",00:05:00
2025,JUNHO,MARCO,BELEM,VIA PUBLICA,"-1,4316152","-48,4552853",07:30:00
2025,MAIO,GUAMA,BELEM,VIA PUBLICA,"-1,4638866","-48,4632953",13:40:00
2025,MAIO,CURIO-UTINGA,BELEM,VIA PUBLICA,"-1,4226041","-48,4453585",07:45:00
2025,MARCO,TENONE,ICOARACI,VIA PUBLICA,"-1,3184982","-48,4524588",17:00:00
2025,FEVEREIRO,CHAPEU VIRADO,MOSQUEIRO,VIA PUBLICA,"-1,1341384","-48,453694",03:00:00
2025,JUNHO,CASTANHEIRA,BELEM,VIA PUBLICA,"-1,3963108","-48,4347662",23:30:00
2025,ABRIL,CARANANDUBA,MOSQUEIRO,VIA PUBLICA,"-1,0930262","-48,4071632",12:00:00
2025,ABRIL,MARCO,BELEM,VIA PUBLICA,"-1,4339892","-48,45259",02:00:00
2025,JANEIRO,VILA,MOSQUEIRO,HOSPITAL,"-1,1551839","-48,469311",19:15:00
2025,JULHO,CASTANHEIRA,BELEM,VIA PUBLICA,"-1,4084993","-48,4368877",02:30:00
2025,MAIO,TERRA FIRME,BELEM,VIA PUBLICA,"-1,4530655456923658","-48,45563081149522",03:00:00
2025,JUNHO,AGUA BOA,OUTEIRO,VIA PUBLICA,"-1,3416343","-48,4603016",15:00:00
2025,MARCO,MIRAMAR,BELEM,VIA PUBLICA,"-1,4068508","-48,4916506",04:30:00
2025,ABRIL,TENONE,ICOARACI,VIA PUBLICA,"-1,3184982","-48,4524588",23:00:00
2025,MAIO,TAPANA,ICOARACI,VIA PUBLICA,"-1,3318644","-48,4807533",07:00:00
2025,MAIO,MARCO,BELEM,VIA PUBLICA,"-1,4316152","-48,4552853",20:30:00
2025,OUTUBRO,UNA,BELEM,HOSPITAL,"-1,3676765","-48,4237336",20:25:00
2025,OUTUBRO,CAMPINA,BELEM,HOSPITAL,"-1,4492166","-48,4965117",12:10:00
